來源檔案,工作表,分組,原始列號,編號,匿名代碼,第一輔分,第二輔分,第三輔分,第四輔分,名次,註記,升段(組),第1場,第1場成績,第2場,第2場成績,第3場,第3場成績,第4場,第4場成績,第5場,第5場成績,第6場,第6場成績,勝場
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,20,19,P249,11,9,0,57,26,,,20,X,21,O,16,X,14,X,17,O,,,2
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,21,20,P715,15,8,0,63,8,,丁組,19,O,18,X,22,O,16,O,24,X,,,3
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,22,21,P445,7,7,0,44,33,,,22,X,19,X,23,X,空,O,29,X,,,1
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,23,22,P061,12,10,0,58,23,,,21,O,24,X,20,X,23,O,26,X,,,2
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,24,23,P154,12,11,0,52,31,,,24,X,26,X,21,O,22,X,31,X,,,1
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,25,24,P452,12,4,0,73,5,,丁組,23,O,22,O,18,X,27,O,20,O,,,4
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,26,25,P146,16,0,0,76,1,,丁組,26,O,27,O,33,O,18,O,15,O,,,5
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,27,26,P237,12,7,0,67,13,,丁組,25,X,23,O,27,X,31,O,22,O,,,3
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,28,27,P404,18,12,0,64,18,,,28,O,25,X,26,O,24,X,30,X,,,2
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,29,28,P105,13,6,0,65,11,,丁組,27,X,29,O,31,O,33,O,18,X,,,3
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,30,29,P665,9,8,0,43,28,,,30,X,28,X,空,O,32,X,21,O,,,2
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,31,30,P059,11,5,0,67,15,,丁組,29,O,33,X,32,O,1↓,X,27,O,,,3
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,32,31,P640,9,8,0,49,27,,,32,X,空,O,28,X,26,X,23,O,,,2
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,33,32,P170,12,8,0,56,24,,,31,O,2↓,X,30,X,29,O,33,X,,,2
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,34,33,P050,13,8,0,52,9,,丁組,空,O,30,O,25,X,28,X,32,O,,,3
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,2,1,P149,11,11,0,57,38,,,2,X,3,X,41↑,X,8,O,15,X,,,1
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,3,2,P457,11,6,0,67,22,,,1,O,4,X,39↑,O,6,X,3,O,,,3
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,4,3,P066,12,9,0,65,29,,,4,X,1,O,6,X,37↑,O,2,X,,,2
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,5,4,P717,16,9,0,70,9,,,3,O,2,O,5,X,34↑,X,10,O,,,3
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,6,5,P518,17,0,0,74,2,加賽,初段,6,O,7,O,4,O,9,O,34,O,,,5
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,7,6,P233,15,10,0,64,11,,,5,X,8,O,3,O,2,O,27↑,X,,,3
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,8,7,P202,11,7,0,64,21,,,8,O,5,X,10,X,11,O,31↑,O,,,3
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,9,8,P602,10,10,0,59,43,,,7,X,6,X,11,X,1,X,33↑,X,,,0
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,10,9,P370,16,5,0,76,3,,初段,10,O,12,O,13,O,5,X,18,O,,,4
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,11,10,P362,14,10,0,69,24,,,9,X,11,O,7,O,13,X,4,X,,,2
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,12,11,P405,11,11,0,56,39,,,12,X,10,X,8,O,7,X,38↑,X,,,1
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,13,12,P581,12,7,0,66,18,,,11,O,9,X,14,X,15,O,20,O,,,3
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,14,13,P706,15,8,0,68,12,,,14,O,15,O,9,X,10,O,19,X,,,3
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,15,14,P150,13,7,0,61,16,,,13,X,16,O,12,O,19,X,21,O,,,3
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,16,15,P155,12,10,0,61,28,,,16,O,13,X,19,X,12,X,1,O,,,2
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,17,16,P215,10,9,0,50,40,,,15,X,14,X,17,X,24,O,25,X,,,1
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,18,17,P124,9,7,0,68,35,,,18,X,20,X,16,O,21,X,28,O,,,2
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,19,18,P638,18,9,0,65,8,,,17,O,19,O,22,O,27,X,9,X,,,3
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,20,19,P369,13,3,0,72,6,,初段,20,O,18,X,15,O,14,O,13,O,,,4
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,21,20,P297,14,10,0,58,25,,,19,X,17,O,21,O,22,X,12,X,,,2
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,22,21,P348,11,8,0,56,33,,,22,X,24,O,20,X,17,O,14,X,,,2
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,23,22,P167,13,7,0,68,15,,,21,O,23,O,18,X,20,O,41,X,,,3
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,24,23,P425,13,10,0,60,26,,,24,O,22,X,26,X,25,O,30,X,,,2
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,25,24,P336,7,7,0,43,42,,,23,X,21,X,25,X,16,X,空,O,,,1
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,26,25,P702,9,7,0,60,36,,,26,X,28,X,24,O,23,X,16,O,,,2
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,27,26,P423,15,5,0,66,5,,初段,25,O,27,X,23,O,30,O,42,O,,,4
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,28,27,P209,14,0,0,79,1,加賽,初段,28,O,26,O,30,O,18,O,6↓,O,,,5
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,29,28,P504,15,13,0,56,37,,,27,X,25,O,31,X,32,X,17,X,,,1
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,30,29,P034,9,8,0,48,34,,,30,X,31,X,33,X,空,O,40,O,,,2
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,31,30,P721,16,9,0,63,10,,,29,O,32,O,27,X,26,X,23,O,,,3
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,32,31,P460,12,6,0,61,20,,,32,X,29,O,28,O,35,O,7↓,X,,,3
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,33,32,P389,12,6,1,68,19,,,31,O,30,X,35,X,28,O,36,O,,,3
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,34,33,P292,11,9,0,55,31,,,34,X,36,X,29,O,38,X,8↓,O,,,2
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,35,34,P248,16,5,0,71,4,,初段,33,O,35,O,43,O,4↓,O,5,X,,,4
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,36,35,P088,14,7,0,63,14,,,36,O,34,X,32,O,31,X,37,O,,,3
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,37,36,P211,11,8,0,58,32,,,35,X,33,O,37,X,40,O,32,X,,,2
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,38,37,P378,12,7,0,59,30,,,38,O,39,X,36,O,3↓,X,35,X,,,2
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,39,38,P068,9,5,0,57,23,,,37,X,40,O,42,X,33,O,11↓,O,,,3
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,40,39,P119,13,10,0,57,27,,,40,O,37,O,2↓,X,41,X,43,X,,,2
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,41,40,P143,9,9,0,42,41,,,39,X,38,X,空,O,36,X,29,X,,,1
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,42,41,P187,12,3,0,64,7,,初段,42,O,43,X,1↓,O,39,O,22,O,,,4
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,43,42,P005,14,8,0,49,13,,,41,X,空,O,38,O,43,O,26,X,,,3
甲Ａ組戰績表.xlsx,甲Ａ組,甲Ａ組,44,43,P314,13,7,0,55,17,,,空,O,41,O,34,X,42,X,39,O,,,3
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,2,1,P260,11,9,0,58,30,,,2,X,39↑,X,8,X,25,O,5,O,,,2
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,3,2,P398,14,4,0,73,4,,初段,1,O,3,X,38↑,O,7,O,4,O,,,4
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,4,3,P401,17,5,0,75,2,,初段,4,O,2,O,7,O,13,O,30,X,,,4
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,5,4,P100,14,8,0,65,12,,,3,X,5,O,6,O,36↑,O,2,X,,,3
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,6,5,P579,10,9,0,60,40,,,6,X,4,X,35↑,O,8,X,1,X,,,1
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,7,6,P590,12,11,0,63,36,,,5,O,7,X,4,X,33↑,X,17,X,,,1
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,8,7,P666,15,11,0,67,23,,,8,O,6,O,3,X,2,X,9,X,,,2
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,9,8,P720,10,5,0,64,19,,,7,X,9,X,1,O,5,O,15,O,,,3
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,10,9,P133,14,7,0,63,14,,,10,X,8,O,11,O,14,X,7,O,,,3
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,11,10,P510,15,7,0,65,11,,,9,O,11,O,13,X,18,O,14,X,,,3
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,12,11,P044,11,8,0,65,31,,,12,O,10,X,9,X,15,X,32↑,O,,,2
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,13,12,P181,11,11,0,48,37,,,11,X,14,X,16,X,34↑,X,空,O,,,1
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,14,13,P584,17,8,0,72,9,,,14,O,15,O,10,O,3,X,19,X,,,3
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,15,14,P651,12,3,0,71,6,,初段,13,X,12,O,15,O,9,O,10,O,,,4
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,16,15,P254,14,10,0,61,25,,,16,O,13,X,14,X,11,O,8,X,,,2
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,17,16,P690,11,8,0,64,32,,,15,X,18,X,12,O,17,O,21,X,,,2
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,18,17,P164,14,10,0,65,24,,,18,O,20,X,19,X,16,X,6,O,,,2
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,19,18,P450,11,5,0,63,18,,,17,X,16,O,23,O,10,X,24,O,,,3
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,20,19,P298,14,4,0,73,4,,初段,20,X,22,O,17,O,21,O,13,O,,,4
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,21,20,P096,17,5,0,70,3,,初段,19,O,17,O,21,O,30,X,26,O,,,4
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,22,21,P586,14,8,0,65,12,,,22,O,24,O,20,X,19,X,16,O,,,3
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,23,22,P600,11,9,0,60,29,,,21,X,19,X,25,O,23,X,31,O,,,2
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,24,23,P629,11,8,0,51,33,,,24,X,25,O,18,X,22,O,28,X,,,2
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,25,24,P009,12,9,0,60,27,,,23,O,21,X,27,O,26,X,18,X,,,2
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,26,25,P191,10,9,0,57,41,,,26,X,23,X,22,X,1,X,27↑,O,,,1
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,27,26,P132,13,9,0,65,16,,,25,O,27,O,30,X,24,O,20,X,,,3
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,28,27,P393,11,8,0,53,39,,,28,O,26,X,24,X,32,X,25↓,X,,,1
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,29,28,P259,7,3,0,62,21,,,27,X,29,X,31,O,35,O,23,O,,,3
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,30,29,P718,16,11,0,63,22,,,30,X,28,O,32,O,38,X,34,X,,,2
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,31,30,P316,15,0,0,74,1,,初段,29,O,32,O,26,O,20,O,3,O,,,5
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,32,31,P232,11,11,0,39,38,,,32,X,33,X,28,X,空,O,22,X,,,1
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,33,32,P025,11,9,0,64,28,,,31,O,30,X,29,X,27,O,11↓,X,,,2
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,34,33,P371,10,3,0,63,8,,初段,34,X,31,O,40,O,6↓,O,38,O,,,4
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,35,34,P662,14,7,0,61,15,,,33,O,36,X,41,X,12↓,O,29,O,,,3
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,36,35,P456,13,10,0,47,35,,,36,X,37,O,5↓,X,28,X,40,X,,,1
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,37,36,P570,12,3,0,67,7,,初段,35,O,34,O,39,O,4↓,X,41,O,,,4
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,38,37,P484,8,4,0,53,20,,,38,X,35,X,空,O,40,O,39,O,,,3
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,39,38,P377,16,8,0,60,10,,,37,O,41,O,2↓,X,29,O,33,X,,,3
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,40,39,P475,14,10,0,53,26,,,40,O,1↓,O,36,X,41,X,37,X,,,2
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,41,40,P094,10,9,0,45,34,,,39,X,空,O,33,X,37,X,35,O,,,2
甲Ｂ組戰績表.xlsx,甲Ｂ組,甲Ｂ組,42,41,P011,12,7,0,56,17,,,空,O,38,X,34,O,39,O,36,X,,,3
長青Ａ組戰績表.xlsx,長青Ａ組,長青Ａ組,2,1,P541,5,3,0,13,4,,,2,O,3,O,6,X,,,,,,,2
長青Ａ組戰績表.xlsx,長青Ａ組,長青Ａ組,3,2,P545,4,4,0,13,10,,,1,X,14↑,X,4,O,,,,,,,1
長青Ａ組戰績表.xlsx,長青Ａ組,長青Ａ組,4,3,P026,4,4,0,13,10,,,4,O,1,X,5,X,,,,,,,1
長青Ａ組戰績表.xlsx,長青Ａ組,長青Ａ組,5,4,P273,4,4,0,12,13,,,3,X,5,X,2,X,,,,,,,0
長青Ａ組戰績表.xlsx,長青Ａ組,長青Ａ組,6,5,P269,4,3,0,13,5,,,6,X,4,O,3,O,,,,,,,2
長青Ａ組戰績表.xlsx,長青Ａ組,長青Ａ組,7,6,P685,5,0,0,15,1,,,5,O,7,O,1,O,,,,,,,3
長青Ａ組戰績表.xlsx,長青Ａ組,長青Ａ組,8,7,P508,6,5,0,14,8,,,8,O,6,X,9,X,,,,,,,1
長青Ａ組戰績表.xlsx,長青Ａ組,長青Ａ組,9,8,P620,3,3,0,14,12,,,7,X,10,X,13,O,,,,,,,1
長青Ａ組戰績表.xlsx,長青Ａ組,長青Ａ組,10,9,P027,6,3,0,15,3,,,10,O,11,X,7,O,,,,,,,2
長青Ａ組戰績表.xlsx,長青Ａ組,長青Ａ組,11,10,P038,4,2,0,14,7,,,9,X,8,O,12,O,,,,,,,2
長青Ａ組戰績表.xlsx,長青Ａ組,長青Ａ組,12,11,P447,5,0,0,15,1,,,12,O,9,O,14,O,,,,,,,3
長青Ａ組戰績表.xlsx,長青Ａ組,長青Ａ組,13,12,P176,5,5,0,13,9,,,11,X,13,O,10,X,,,,,,,1
長青Ａ組戰績表.xlsx,長青Ａ組,長青Ａ組,14,13,P461,4,4,0,12,13,,,14,X,12,X,8,X,,,,,,,0
長青Ａ組戰績表.xlsx,長青Ａ組,長青Ａ組,15,14,P386,4,3,0,13,5,,,13,O,2↓,O,11,X,,,,,,,2
長青Ｂ組戰績表.xlsx,長青Ｂ組,長青Ｂ組,2,1,P286,6,6,0,11,10,,,2,O,3,X,16↑,X,,,,,,,1
長青Ｂ組戰績表.xlsx,長青Ｂ組,長青Ｂ組,3,2,P022,5,5,0,14,17,,,1,X,17↑,X,7,X,,,,,,,0
長青Ｂ組戰績表.xlsx,長青Ｂ組,長青Ｂ組,4,3,P235,4,0,0,17,1,,,4,O,1,O,8,O,,,,,,,3
長青Ｂ組戰績表.xlsx,長青Ｂ組,長青Ｂ組,5,4,P594,5,5,0,12,12,,,3,X,6,O,5,X,,,,,,,1
長青Ｂ組戰績表.xlsx,長青Ｂ組,長青Ｂ組,6,5,P365,3,2,0,16,9,,,6,O,8,X,4,O,,,,,,,2
長青Ｂ組戰績表.xlsx,長青Ｂ組,長青Ｂ組,7,6,P604,5,5,0,11,18,,,5,X,4,X,18↑,X,,,,,,,0
長青Ｂ組戰績表.xlsx,長青Ｂ組,長青Ｂ組,8,7,P693,4,4,0,15,13,,,8,X,9,X,2,O,,,,,,,1
長青Ｂ組戰績表.xlsx,長青Ｂ組,長青Ｂ組,9,8,P575,6,3,0,11,5,,,7,O,5,O,3,X,,,,,,,2
長青Ｂ組戰績表.xlsx,長青Ｂ組,長青Ｂ組,10,9,P227,4,2,0,13,7,,,10,X,7,O,13,O,,,,,,,2
長青Ｂ組戰績表.xlsx,長青Ｂ組,長青Ｂ組,11,10,P454,5,2,0,16,6,,,9,O,12,X,14,O,,,,,,,2
長青Ｂ組戰績表.xlsx,長青Ｂ組,長青Ｂ組,12,11,P121,3,3,0,16,15,,,12,X,13,X,15,O,,,,,,,1
長青Ｂ組戰績表.xlsx,長青Ｂ組,長青Ｂ組,13,12,P383,6,3,0,12,4,,,11,O,10,O,17,X,,,,,,,2
長青Ｂ組戰績表.xlsx,長青Ｂ組,長青Ｂ組,14,13,P471,4,3,0,13,14,,,14,X,11,O,9,X,,,,,,,1
長青Ｂ組戰績表.xlsx,長青Ｂ組,長青Ｂ組,15,14,P099,6,5,0,11,11,,,13,O,16,X,10,X,,,,,,,1
長青Ｂ組戰績表.xlsx,長青Ｂ組,長青Ｂ組,16,15,P168,6,6,0,8,16,,,16,X,18,X,11,X,,,,,,,0
長青Ｂ組戰績表.xlsx,長青Ｂ組,長青Ｂ組,17,16,P550,2,0,0,18,3,,,15,O,14,O,1↓,O,,,,,,,3
長青Ｂ組戰績表.xlsx,長青Ｂ組,長青Ｂ組,18,17,P013,4,0,0,14,2,,,18,O,2↓,O,12,O,,,,,,,3
長青Ｂ組戰績表.xlsx,長青Ｂ組,長青Ｂ組,19,18,P394,3,3,0,15,8,,,17,X,15,O,6↓,O,,,,,,,2
